Status,Topic,Order,Problem,Difficulty,LeetCode URL,Companies,Pattern,Date Done,Attempts,Time (min),Revisit,Notes
Todo,Greedy,3,Merge Triplets to Form Target Triplet,Medium,https://leetcode.com/problems/merge-triplets-to-form-target-triplet/,—,Greedy,,,,N,
Todo,Greedy,4,Valid Parenthesis String,Medium,https://leetcode.com/problems/valid-parenthesis-string/,"Meta, Amazon",Greedy,,,,N,
Todo,Greedy,5,Candy,Hard,https://leetcode.com/problems/candy/,Amazon,Greedy,,,,N,
Todo,Greedy,6,Remove Duplicate Letters,Medium,https://leetcode.com/problems/remove-duplicate-letters/,—,Greedy / Stack,,,,N,
Todo,Tries & Design,1,Implement Trie (Prefix Tree),Medium,https://leetcode.com/problems/implement-trie-prefix-tree/,"Amazon, Google, Meta",Trie,,,,N,
Todo,Tries & Design,2,Design Add and Search Words Data Structure,Medium,https://leetcode.com/problems/design-add-and-search-words-data-structure/,"Meta, Google",Trie,,,,N,
Todo,Tries & Design,3,Insert Delete GetRandom O(1),Medium,https://leetcode.com/problems/insert-delete-getrandom-o1/,"Amazon, Meta, Uber, Google",Hash + Array,,,,N,
Todo,Tries & Design,4,LFU Cache,Hard,https://leetcode.com/problems/lfu-cache/,"Amazon, Google",Design,,,,N,
Todo,Tries & Design,5,Design Browser History,Medium,https://leetcode.com/problems/design-browser-history/,—,Design,,,,N,
Todo,Tries & Design,6,Design Hit Counter,Medium,https://leetcode.com/problems/design-hit-counter/,"Dropbox, Google, Amazon",Design / Queue,,,,N,
Todo,Tries & Design,7,Logger Rate Limiter,Easy,https://leetcode.com/problems/logger-rate-limiter/,"Google, Amazon",Hash Map,,,,N,
Todo,Tries & Design,8,Snapshot Array,Medium,https://leetcode.com/problems/snapshot-array/,Google,Binary Search,,,,N,
Todo,Tries & Design,9,Flatten Nested List Iterator,Medium,https://leetcode.com/problems/flatten-nested-list-iterator/,"Amazon, Google",Stack / Design,,,,N,
Todo,Bit & Math,1,Single Number,Easy,https://leetcode.com/problems/single-number/,Amazon,XOR,,,,N,
Todo,Bit & Math,2,Number of 1 Bits,Easy,https://leetcode.com/problems/number-of-1-bits/,—,Bit Manipulation,,,,N,
Todo,Bit & Math,3,Counting Bits,Easy,https://leetcode.com/problems/counting-bits/,—,Bit Manipulation,,,,N,
Todo,Bit & Math,4,Reverse Bits,Easy,https://leetcode.com/problems/reverse-bits/,—,Bit Manipulation,,,,N,
Todo,Bit & Math,5,Missing Number,Easy,https://leetcode.com/problems/missing-number/,Amazon,XOR / Math,,,,N,
Todo,Bit & Math,6,Sum of Two Integers,Medium,https://leetcode.com/problems/sum-of-two-integers/,—,Bit Manipulation,,,,N,
Todo,Bit & Math,7,"Pow(x, n)",Medium,https://leetcode.com/problems/powx-n/,"Meta, Google, Bloomberg",Binary Exponentiation,,,,N,
Todo,Bit & Math,8,Sqrt(x),Easy,https://leetcode.com/problems/sqrtx/,—,Binary Search,,,,N,
Todo,Bit & Math,9,Excel Sheet Column Number,Easy,https://leetcode.com/problems/excel-sheet-column-number/,Microsoft,Math,,,,N,
Todo,Bit & Math,10,Roman to Integer,Easy,https://leetcode.com/problems/roman-to-integer/,"Amazon, Adobe",Math,,,,N,
